County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Chautauqua,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup,not available,Endangered,not listed,S1,GNR,Historically Confirmed
Chautauqua,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Smallanthus uvedalia,Bear's Foot,1931,Endangered,not listed,SH,G4G5,Historically Confirmed
Chautauqua,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedgegrass,1934,Endangered,not listed,S1,G5,Possible but not Confirmed
Chautauqua,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed,1936,Endangered,not listed,S1,G5,Historically Confirmed
Chautauqua,Plant,Flowering Plants,Other Flowering Plants,Trillium sessile,Toad Shade Trillium,1999,Endangered,not listed,S1,G4G5,Recently Confirmed
Chautauqua,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Vernonia gigantea,Tall Ironweed,1992,Endangered,not listed,S1,G5,Recently Confirmed
Chautauqua,Animal,Mussels and Clams,Freshwater Mussels,Pleurobema clava,Clubshell,2005,Endangered,Endangered,S1,G1G2,Recently Confirmed
Chautauqua,Animal,Mussels and Clams,Freshwater Mussels,Villosa fabalis,Rayed Bean,2005,Endangered,Candidate,S1,G2,Recently Confirmed
Chautauqua,Animal,Reptiles,Snakes,Regina septemvittata,Queen Snake,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,2001,Threatened,not listed,S3B,G4,Recently Confirmed
Chemung,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2000-2005,Threatened,not listed,S3B,G5,Recently Confirmed
Chemung,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2002,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Chemung,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Chemung,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2000,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Chemung,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2000,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Chemung,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,1945,Threatened,not listed,S2S3,G4,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Allium cernuum,Wild Onion,2008,Threatened,not listed,S2,G5,Recently Confirmed
Chemung,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Borodinia dentata,Toothed Rock Cress,1887,Threatened,not listed,SH,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,not available,Threatened,not listed,S2S3,G4,Possible but not Confirmed
Chemung,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,1950,Threatened,not listed,S2S3,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Carya laciniosa,Big Shellbark Hickory,not available,Threatened,not listed,S2,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,1930,Threatened,not listed,S2,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,2002,Threatened,not listed,S2,G5,Recently Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,1955,Threatened,not listed,S2S3,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Recently Confirmed
Chemung,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,not available,Threatened,Threatened,S1,G1G2,Historically Confirmed
Chemung,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,2008,Threatened,not listed,S1,G3,Recently Confirmed
Chemung,Animal,Mussels and Clams,Freshwater Mussels,Lasmigona subviridis,Green Floater,2010,Threatened,not listed,S1S2,G3,Recently Confirmed
Chemung,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,2008,Threatened,not listed,S3,G4,Recently Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,not available,Rare,not listed,S1,G5,Recently Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,not available,Rare,not listed,S3,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Chemung,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Possible but not Confirmed
Chemung,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Chemung,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Historically Confirmed
Chemung,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Recently Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,not available,Rare,not listed,S3,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Lespedeza repens,Trailing Bush Clover,not available,Rare,not listed,S3,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Recently Confirmed
Chemung,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum ontarionis,Ontario Aster,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Chemung,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2001,Endangered,not listed,S2,G5,Recently Confirmed
Chemung,Plant,Conifers,Conifers,Juniperus horizontalis,Creeping Juniper,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,1915,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Chemung,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Arnoglossum atriplicifolium,Pale Indian-plantain,not available,Endangered,not listed,SH,G4G5,Possible but not Confirmed
Chemung,Plant,Flowering Plants,Grasses,Calamagrostis porteri ssp. porteri,Porter's Reed Grass,2008,Endangered,not listed,S1S2,G4T4,Recently Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Sedges,Carex conjuncta,Soft Fox Sedge,not available,Endangered,not listed,SH,G4G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Ceanothus herbaceus,Prairie Redroot,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Chaerophyllum procumbens var. procumbens,Spreading Chervil,1882,Endangered,not listed,S1,G5T5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Orchids,Cypripedium candidum,Small White Lady's Slipper,not available,Endangered,not listed,S1,G4,Possible but not Confirmed
Chemung,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,not available,Endangered,not listed,SH,G5T3T5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil,1882,Endangered,not listed,S1,G4G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Hylodesmum pauciflorum,Small-flowered Tick Trefoil,not available,Endangered,not listed,SH,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca floridana,False Lettuce,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Chemung,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. nieuwlandii,Nieuwland's Blazing Star,1945,Endangered,not listed,S1,G5?T3T5,Recently Confirmed
Chemung,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1936,Endangered,not listed,S1,G4,Historically Confirmed
Chemung,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass,1989,Endangered,not listed,S1,G3,Recently Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Ptelea trifoliata var. trifoliata,Wafer Ash,not available,Endangered,not listed,S1S2,G5T5,Possible but not Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Senecio suaveolens,Sweet-scented Indian Plantain,not available,Endangered,not listed,S1,G4,Recently Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,2008,Endangered,not listed,S1,G5,Recently Confirmed
Chemung,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedgegrass,1939,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed,1943,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum lanceolatum var. interior,Small-headed Aster,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Thaspium barbinode,Hairy-jointed Meadow Parsnip,not available,Endangered,not listed,S1,G5,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Tilia americana var. heterophylla,White Basswood,not available,Endangered,not listed,SH,G5T5,Possible but not Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,not available,Endangered,not listed,S1S2,G4Q,Historically Confirmed
Chemung,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet,1930,Endangered,not listed,SH,G4,Historically Confirmed
Chenango,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,2000,Threatened,not listed,S3B,G4,Recently Confirmed
Chenango,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2000-2005,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Chenango,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,not available,Threatened,not listed,S3B,G5,Historically Confirmed
Chenango,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Chenango,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2000-2005,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Chenango,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2000-2005,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Chenango,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,1928,Threatened,not listed,S2S3,G4,Historically Confirmed
Chenango,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,not available,Threatened,not listed,S2,G5,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Hypericum prolificum,Shrubby St. John's Wort,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,not available,Threatened,not listed,S2,G5,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,not available,Threatened,not listed,S1S2,G5,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Chenango,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,not available,Threatened,Threatened,S1,G1G2,Historically Confirmed
Chenango,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,2009,Threatened,not listed,S1,G3,Recently Confirmed
Chenango,Animal,Mussels and Clams,Freshwater Mussels,Lasmigona subviridis,Green Floater,2008,Threatened,not listed,S1S2,G3,Recently Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Possible but not Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder,2015,Rare,not listed,S3,G3G4,Recently Confirmed
Chenango,Plant,Conifers,Conifers,Juniperus horizontalis,Creeping Juniper,1930,Endangered,not listed,S1,G5,Historically Confirmed
Chenango,Plant,Ferns and Fern Allies,Ferns,Lygodium palmatum,Climbing Fern,not available,Endangered,not listed,S1,G4,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Aconitum noveboracense,Northern Monkshood,1889,Endangered,Threatened,S1,G3,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Buchnera americana,Blue-hearts,not available,Endangered,not listed,SH,G5?,Possible but not Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Chenango,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,2013,Endangered,not listed,S1S2,G5,Recently Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Chaerophyllum procumbens var. procumbens,Spreading Chervil,not available,Endangered,not listed,S1,G5T5,Possible but not Confirmed
Chenango,Plant,Flowering Plants,Orchids,Neottia bifolia,Southern Twayblade,2004,Endangered,not listed,S1S2,G4,Recently Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,1933,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Chenango,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1928,Endangered,not listed,S1,G4,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,not available,Endangered,not listed,S1S2,G5T5,Historically Confirmed
Chenango,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Senecio suaveolens,Sweet-scented Indian Plantain,1997,Endangered,not listed,S1,G4,Recently Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Trillium flexipes,Nodding Trillium,1887,Endangered,not listed,S1,G5,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Valerianella chenopodiifolia,Goosefoot Corn Salad,not available,Endangered,not listed,S1,G4,Historically Confirmed
Chenango,Plant,Flowering Plants,Other Flowering Plants,Valerianella umbilicata,Navel Corn Salad,1939,Endangered,not listed,SH,G4G5,Historically Confirmed
Clinton,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2002,Threatened,not listed,S3B,G5,Recently Confirmed
Clinton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2000,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Clinton,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,2002,Threatened,not listed,S3B,G5,Recently Confirmed
Clinton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Clinton,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2013,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Clinton,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2014,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Clinton,Animal,Birds,"Rails, Coots and Cranes",Rallus elegans,King Rail,2014,Threatened,not listed,S1B,G4,Recently Confirmed
Clinton,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,2016,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,2004,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Animal,Fish,Sturgeons and Paddlefish,Acipenser fulvescens,Lake Sturgeon,not available,Threatened,not listed,S2S3,G3G4,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Alisma gramineum,Grass-leaved Water Plantain,2006,Threatened,not listed,S3S4,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Boechera grahamii,Purple Rock Cress,2010,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Boechera stricta,Drummond's Rock Cress,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,1993,Threatened,not listed,S2,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,2007,Threatened,not listed,S2S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex crawei,Crawe's Sedge,2006,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,2006,Threatened,not listed,S2S3,G4?,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,2006,Threatened,not listed,S2,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex houghtoniana,Houghton's Sedge,1994,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,1977,Threatened,not listed,S2,G4,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,2006,Threatened,not listed,S2S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,1949,Threatened,not listed,S2S3,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,1951,Threatened,not listed,S2S3,G3G4,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,2008,Threatened,not listed,S2,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's-head Lady's Slipper,2008,Threatened,not listed,S2,G3,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Draba arabisans,Rock Whitlow Grass,not available,Threatened,not listed,S2,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,1993,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum farwellii,Farwell's Water Milfoil,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,2002,Threatened,not listed,S2S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,not available,Threatened,not listed,S1S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. depressa,Dwarf Cherry,2006,Threatened,not listed,S2,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,not available,Threatened,not listed,S2S3,G5,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Vaccinium boreale,Northern Lowbush Blueberry,not available,Threatened,not listed,S2,G4,Historically Confirmed
Clinton,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,1984,Threatened,Threatened,S1,G1G2,Recently Confirmed
Clinton,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,not available,Threatened,not listed,S3,G4,Extirpated
Clinton,Plant,Conifers,Conifers,Pinus banksiana,Jack Pine,not available,Rare,not listed,S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Salix pyrifolia,Balsam Willow,not available,Rare,not listed,S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum ontarionis,Ontario Aster,not available,Rare,not listed,S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Utricularia geminiscapa,Hiddenfruit Bladderwort,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Veronica peregrina ssp. xalapensis,Neckweed,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Clinton,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2003,Endangered,not listed,S2,G5,Recently Confirmed
Clinton,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Chlidonias niger,Black Tern,2004,Endangered,not listed,S2B,G4,Recently Confirmed
Clinton,Animal,Birds,"Grouse, Pheasants, Turkeys",Falcipennis canadensis,Spruce Grouse,not available,Endangered,not listed,S2,G5,Historically Confirmed
Clinton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2016,Endangered,not listed,S3B,G4,Recently Confirmed
Clinton,Animal,Birds,Shrikes,Lanius ludovicianus,Loggerhead Shrike,1981,Endangered,not listed,S1B,G4,Recently Confirmed
Clinton,Animal,Butterflies and Moths,Moths,Lithophane lepida lepida,Pine Pinion Moth,1991,Endangered,not listed,S1,G4T1T3,Recently Confirmed
Clinton,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,not available,Endangered,not listed,S1,GNR,Possible but not Confirmed
Clinton,Animal,Fish,Salmon and Trout,Prosopium cylindraceum,Round Whitefish,not available,Endangered,not listed,S1S2,G5,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,2006,Endangered,not listed,S1S2,G5T4T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. stricta,Northern Reed Grass,1985,Endangered,not listed,S1,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Callitriche hermaphroditica,Autumnal Water-starwort,1956,Endangered,not listed,S1,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Orchids,Calypso bulbosa var. americana,Calypso,1845,Endangered,not listed,SH,G5T5?,Historically Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex emoryi,Emory's Sedge,not available,Endangered,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex garberi,Elk Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,2005,Endangered,not listed,S1S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,2016,Endangered,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Ceanothus herbaceus,Prairie Redroot,2002,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Descurainia pinnata ssp. brachycarpa,Northern Tansy-mustard,1988,Endangered,not listed,S1,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Draba glabella,Smooth Whitlow Grass,2006,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,1993,Endangered,not listed,S1S2,G5,Recently Confirmed
