County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Erigeron hyssopifolius,Daisy Fleabane,1910,Endangered,not listed,S1,G5,Extirpated
Clinton,Plant,Flowering Plants,Grasses,Graphephorum melicoides,Melic Oats,1985,Endangered,not listed,S1,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Hackelia deflexa ssp. americana,Northern Stickseed,1998,Endangered,not listed,S1,G5T5,Extirpated
Clinton,Plant,Flowering Plants,Other Flowering Plants,Halenia deflexa ssp. deflexa,Spurred Gentian,1989,Endangered,not listed,S1,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,2005,Endangered,not listed,S1,G5?,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lechea pulchella,Leggett's Pinweed,not available,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Littorella americana,American Shore Grass,1984,Endangered,not listed,SH,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lysimachia hybrida,Lowland Yellow Loosestrife,2001,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,2006,Endangered,not listed,S1S2,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,1982,Endangered,not listed,S1,G5T5,Historically Confirmed
Clinton,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,2006,Endangered,not listed,S1,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,not available,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. pumila,Great Lakes Sand Cherry,1992,Endangered,not listed,S1,G5T4,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops,2011,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Rosa acicularis ssp. sayi,Prickly Rose,not available,Endangered,not listed,S1,G5T5,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Sedges,Schoenoplectus heterochaetus,Slender Bulrush,1992,Endangered,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum ciliolatum,Lindley's Aster,2006,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Thalictrum venulosum,Veiny Meadow Rue,2006,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,2006,Endangered,not listed,S1,G5,Recently Confirmed
Columbia,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,1983,Threatened,not listed,S3B,G5,Historically Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2017,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Columbia,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2012,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Columbia,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2014,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Columbia,Plant,Ferns and Fern Allies,Ferns,Asplenium montanum,Mountain Spleenwort,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Columbia,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,1999,Threatened,not listed,S2,G5T5,Recently Confirmed
Columbia,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,1933,Threatened,not listed,S2,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,1935,Threatened,not listed,S2,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Betula pumila,Swamp Birch,2001,Threatened,not listed,S2,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,1994,Threatened,not listed,S2,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,2009,Threatened,not listed,S2,G5T5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Callitriche terrestris,Terrestrial Starwort,not available,Threatened,not listed,S2S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,2000,Threatened,not listed,S2,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,2003,Threatened,not listed,S2,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,1991,Threatened,not listed,S2,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,not available,Threatened,not listed,S2,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,1934,Threatened,not listed,S2S3,G4,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,1935,Threatened,not listed,S2S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,1936,Threatened,not listed,S2S3,G3G4,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,not available,Threatened,not listed,S2S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,1935,Threatened,not listed,S2,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,2001,Threatened,not listed,S2S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,1923,Threatened,not listed,S2,G3G4,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Hypericum prolificum,Shrubby St. John's Wort,2012,Threatened,not listed,S2,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,1933,Threatened,not listed,S2,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,2001,Threatened,not listed,S2,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,2013,Threatened,not listed,S2S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,1998,Threatened,not listed,S2S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed,2006,Threatened,not listed,S2,G3,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,1933,Threatened,not listed,S2,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead,1998,Threatened,not listed,S2,G5T4,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink,2015,Threatened,not listed,S2,G5T4T5,Recently Confirmed
Columbia,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,2000,Threatened,not listed,S2,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago rigida var. rigida,Stiff Leaf Flat-topped Goldenrod,1935,Threatened,not listed,S2,G5T5,Historically Confirmed
Columbia,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Viburnum dentatum var. venosum,Southern Arrowwood,1933,Threatened,not listed,S2,G5T4T5,Extirpated
Columbia,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,2008,Threatened,Threatened,S1,G1G2,Recently Confirmed
Columbia,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,2017,Threatened,not listed,S3,G4,Recently Confirmed
Columbia,Plant,Ferns and Fern Allies,Quillworts,Isoetes lacustris,Large-spored Quillwort,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,not available,Rare,not listed,S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,not available,Rare,not listed,S1,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Delmarva Beggar-ticks,2004,Rare,not listed,S3,G3G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex atherodes,Wheat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex willdenowii,Willdenow's Sedge,not available,Rare,not listed,S2S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Ceratophyllum echinatum,Prickly Hornwort,not available,Rare,not listed,S3,G4?,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Kidney-leaved Mud Plantain,not available,Rare,not listed,S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain,2012,Rare,not listed,S3,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,2010,Rare,not listed,S3,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead,not available,Rare,not listed,S3,G4,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort,not available,Rare,not listed,S3,G5,Historically Confirmed
Columbia,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,2013,Protected - no open season,Endangered,S1,G3,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2000-2005,Endangered,not listed,S3B,G4,Recently Confirmed
Columbia,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,1992,Endangered,not listed,S1,GNR,Recently Confirmed
Columbia,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Acalypha virginica,Virginia Three-seeded Mercury,not available,Endangered,not listed,S1,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama,1933,Endangered,not listed,S2,G5T5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex abscondita,Thicket Sedge,not available,Endangered,not listed,S1,G4G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,1902,Endangered,not listed,S3,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,1933,Endangered,not listed,S2,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,1869,Endangered,not listed,S1S2,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,1935,Endangered,not listed,S1,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,1965,Endangered,not listed,S1,G4,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Eleocharis aestuum,Tidal Spike Rush,2002,Endangered,not listed,S1,G3,Recently Confirmed
Columbia,Plant,Flowering Plants,Sedges,Eleocharis engelmannii,Engelmann's Spike Rush,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,1934,Endangered,not listed,S1S2,G5,Historically Confirmed
Columbia,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,not available,Endangered,not listed,S1,G5,Recently Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,2000,Endangered,not listed,S2,G5T1,Recently Confirmed
Columbia,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1933,Endangered,not listed,S1,G4,Historically Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup,1982,Endangered,not listed,S1,GNR,Recently Confirmed
Columbia,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedgegrass,1935,Endangered,not listed,S1,G5,Possible but not Confirmed
Columbia,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,2001,Endangered,not listed,S1S2,G4Q,Recently Confirmed
Columbia,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2010,Endangered,Endangered,S1,G2,Recently Confirmed
Columbia,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,2015,Endangered,Threatened,S2,G3,Recently Confirmed
Cortland,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,not available,Threatened,not listed,S3B,G4,Recently Confirmed
Cortland,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2000-2005,Threatened,not listed,S3B,G5,Recently Confirmed
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2004,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2015,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Cortland,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,not available,Threatened,not listed,"S3B,S1N",G5,Historically Confirmed
Cortland,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2005,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Cortland,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,1893,Threatened,not listed,S2S3,G4,Historically Confirmed
Cortland,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,not available,Threatened,not listed,S2,G5,Historically Confirmed
Cortland,Plant,Flowering Plants,Other Flowering Plants,Betula pumila,Swamp Birch,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Cortland,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Cortland,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,1998,Threatened,not listed,S2S3,G3G4,Recently Confirmed
Cortland,Plant,Flowering Plants,Other Flowering Plants,Hypericum prolificum,Shrubby St. John's Wort,not available,Threatened,not listed,S2,G5,Historically Confirmed
Cortland,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Cortland,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,2007,Threatened,not listed,S2,G5,Recently Confirmed
