Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference
2215897,OTSEGO,CF,309,999999,BREWERY OMMEGANG LTD,,656 COUNTY HWY 33,,COOPERSTOWN,NY,13326,7/31/2019,6/30/2022,FARM CIDERY,,,POINT (-74.946354 42.6257)
3131629,CHAUTAUQUA,FW,302,920959,ALTON LENOX NOBLE,NOBLE WINERY,8630 HARDSCRABBLE RD,,WESTFIELD,NY,14787,8/30/2019,8/31/2022,FARM WINERY,,Wine tasting functions: WF 3135390,POINT (-79.621892 42.291728)
2192020,OTSEGO,DD,207,999999,COOPERSTOWN DISTILLERY LLC,COOPERSTOWN BEVERAGE EXCHANGE,11 RAILROAD AVE,,COOPERSTOWN,NY,13326,9/8/2016,9/30/2022,FARM DISTILLER,,,POINT (-74.932058 42.69983)
2203487,ORANGE,CF,309,921489,GRAFT CIDER LLC,GRAFT CIDER,218 ANN ST,,NEWBURGH,NY,12550,10/3/2019,9/30/2022,FARM CIDERY,,retail sales for on/off premise; internet sales,POINT (-74.017236 41.499683)
2194359,FRANKLIN,MI,101,999999,RAQUETTE RIVER BREWING LLC,RAQUETTE RIVER BREWING,11 BALSAM ST,#2,TUPPER LAKE,NY,12986,12/2/2016,1/31/2023,MICRO-BREWERY LICENSE,,"Producing 60,000 barrels of beer annually, Licensed Yard",POINT (-74.486738 44.243034)
3166478,ONTARIO,FD,106,917332,NAPLES BREWING COMPANY LLC,NAPLES BREWING COMPANY,104 N MAIN ST,,NAPLES,NY,14512,5/28/2021,5/31/2022,FARM BREWER,,,POINT (-77.402434 42.615387)
3154042,MONROE,DD,207,920853,24LIGNE LLC,BLACK BUTTON DISTILLING,85 RAILROAD ST,,ROCHESTER,NY,14609,8/23/2019,10/31/2022,CLASS D DISTILLERY,,,POINT (-77.586808 43.163433)
1315433,SUFFOLK,FW,302,917578,FIRST GLASS WINERY AND TASTING ROOM INC,,3165 MAIN RD,,LAUREL,NY,11948,6/17/2019,5/31/2022,TENANT FARM WINERY,,,POINT (-72.55737 40.972305)
1284958,SUFFOLK,MI,101,846982,MONTAUK BREWING COMPANY INC,MONTAUK BEER COMPANY,62 S ERIE AVE,,MONTAUK,NY,11954,6/28/2021,6/30/2022,MICRO BREWERY,,,POINT (-71.944292 41.036788)
2211977,ORANGE,DA,206,999999,WARWICK VALLEY WINE CO INC,WARWICK VALLEY DISTILLERY,114 LITTLE YORK RD,CT RTE 1A EAST & ST EVE RD,WARWICK,NY,10990,6/22/2018,12/31/2022,DISTILLER A-1,,,POINT (-74.440586 41.294047)
3012693,SENECA,FW,302,921002,LUCAS VINEYARDS INC,LUCAS WINERY,3862 COUNTY ROAD 150,,INTERLAKEN,NY,14847,9/4/2019,9/30/2022,FARM WINERY,,,POINT (-76.710358 42.628949)
1290994,KINGS,DD,207,919330,DISRUPTION GRAIN LLC,INTERBORO SPIRITS & ALES,942 GRAND ST,,BROOKLYN,NY,11211,6/26/2019,6/30/2022,FARM DISTILLERY,,,POINT (-73.937009 40.712844)
1169464,SUFFOLK,FW,302,915257,GRAPES OF ROTH LLC,,139 SAGG RD,MONTAUK HGWY/NARROW LN EAST,SAGAPONACK,NY,11962,5/7/2019,6/30/2022,FARM WINERY,,,POINT (-72.278906 40.944682)
3158260,STEUBEN,FW,302,999999,FLX GRAPES LLC,WEIS VINEYARDS,10014 DAY RD,,HAMMONDSPORT,NY,14840,11/4/2019,11/30/2022,FARM WINERY,,Licensed Grounds,POINT (-77.137135 42.484197)
2008123,ORANGE,DW,301,919703,BROTHERHOOD AMERICA'S OLDEST WINERY LTD,BROTHERHOOD VINECREST CO,100 BROTHERHOOD PLAZA DR,,WASHINGTONVILLE,NY,10992,7/11/2019,8/31/2022,WINERY,,,POINT (-74.160971 41.432138)
2176928,ROCKLAND,FW,302,918904,TORNE VALLEY VINEYARDS LLC,TORNE VALLEY VINEYARDS LLC,3 TORNE BROOK RD,,HILLBURN,NY,10931,6/13/2019,7/31/2022,FARM WINERY,,,POINT (-74.162112 41.142452)
1273175,SUFFOLK,DW,301,921632,JASON'S VINEYARD'S INC,,1785 MAIN RD,,JAMESPORT,NY,11947,10/15/2019,10/31/2022,WINERY,,,POINT (-72.576076 40.953327)
2202400,CLINTON,FW,302,918647,JOY K HERFURTH,OLDE TYME WINE/OLDE TYME WINERY,439 BRANDY BROOK RD,,ELLENBURG CENTER,NY,12934,6/4/2019,6/30/2022,FARM WINERY,,,POINT (-73.899183 44.89330600000001)
3160569,CATTARAUGUS,MI,101,937460,S&W COMPANY LLC,ELLICOTTVILLE BREWING COMPANY,202 2ND ST,,LITTLE VALLEY,NY,14755,3/18/2021,4/30/2022,MICROBREWERY,,,POINT (-78.793621 42.249386)
1045813,SUFFOLK,FW,302,919689,MACARI VINEYARDS & WINERY LTD,,150 BERGEN AVENUE,,MATTITUCK,NY,11952,7/11/2019,8/31/2022,FARM WINERY,,,POINT (-72.569864 40.986433)
3162779,YATES,FW,302,916452,OSON WINE LLC,GOTHAM WINERY,4021 ITALY HILL RD,,BRANCHPORT,NY,14418,10/17/2019,9/30/2022,FARM WINERY,Alternating Proprietorship,,POINT (-77.172916 42.598531)
1319389,SUFFOLK,FY,313,923102,"W A MEADWERKS, INC",,26 W HOFFMAN AVE,,LINDENHURST,NY,11757,1/3/2020,12/31/2022,FARM MEADERY,,,POINT (-73.374448 40.686826)
3014268,YATES,FW,302,914365,HUNT COUNTRY VINEYARDS LLC,HUNT COUNTRY VINEYARDS,4021 ITALY HILL RD,,BRANCHPORT,NY,14418,3/29/2019,4/30/2022,FARM WINERY,,,POINT (-77.172916 42.598531)
2212154,WASHINGTON,DD,207,910983,MAIN STREET DISTILLERY LLC,,120 MAIN ST,,ARGYLE,NY,12809,5/8/2019,4/30/2022,FARM DISTILLER,,,POINT (-73.492066 43.240604)
1189687,SUFFOLK,FW,302,920131,EAST END VINEYARDS LLC,,1935 MAIN ROAD,MAIN ROAD AND HERRICKS RD,JAMESPORT,NY,11947,7/29/2019,9/30/2022,FARM WINERY,,,POINT (-72.573099 40.957187)
2142615,ORANGE,DD,207,999999,WARWICK VALLEY WINE CO INC,WARWICK VALLEY DISTILLERY,114 LITTLE YORK RD,CT RTE 1A EAST & ST EVE RD,WARWICK,NY,10990,11/8/2016,12/31/2022,CLASS D - FARM DISTILLER,,,POINT (-74.440586 41.294047)
3163088,ERIE,MR,210,916171,5611 BRITESMITH BREWING LLC,BRITESMITH BREWING,5609 5611 MAIN ST,,WILLIAMSVILLE,NY,14221,1/17/2020,12/31/2022,RESTAURANT BREWER,"Jukebox, DJ, Recorded, Karaoke & Live Music",Patron Dancing; Licensed Patio & Rooftop,POINT (-78.743945 42.963007)
2183953,JEFFERSON,FW,302,919570,"CAPE WINERY LLC, THE",THE CAPE WINERY,2066 DEERLICK RD,,CAPE VINCENT,NY,13618,7/8/2019,7/31/2022,FARM WINERY,,,POINT (-76.327333 44.105405)
3152957,SCHUYLER,MW,307,921605,KENNETH J BARRY,BARRY FAMILY CELLARS,3897 WILLOW ST,,BURDETT,NY,14818,10/11/2019,9/30/2022,MICROWINERY,,"produce & wholesale up to 1,500 barrels of wine annually",POINT (-76.848047 42.422718)
2013261,ULSTER,FW,302,921913,EL PASO WINERY INC,EL PASO WINERY,742 BROADWAY,,ULSTER PARK,NY,12487,10/23/2019,10/31/2022,FARM WINERY,,,POINT (-73.970021 41.856739)
1314652,SUFFOLK,DD,207,917504,"BETTER MAN DISTILLING CO INC, THE",,161 RIVER AVE,,PATCHOGUE,NY,11772,5/14/2019,4/30/2022,FARM DISTILLER,,,POINT (-73.021817 40.75925)
2203022,MADISON,OP,252,915937,OWERA VINEYARDS LLC,,5276 E LAKE RD,,CAZENOVIA,NY,13035,3/3/2020,3/31/2022,"FARM WINERY EVENT CENTER/TASTING ROOMS SERVING BEER, WINE, CIDER & LIQUOR","Hrs for Tasting/Barrel Rm, Event Ctr, patios, comply w/Town apprvd hrs","Recorded, Live music allowed",POINT (-75.879582 42.976807)
2215321,ORANGE,DB,205,999999,SPIRITS LAB DISTILLING COMPANY LLC,,105 ANN ST,,NEWBURGH,NY,12550,10/7/2019,9/30/2022,DISTILLER CLASS B-1,,,POINT (-74.011994 41.499324)
2601808,CAYUGA,FW,302,918858,CJS VINEYARDS LLC,CJS VINEYARDS,6900 FOSTERVILLE RD,,AUBURN,NY,13022,6/12/2019,6/30/2022,FARM WINERY,,,POINT (-76.670402 42.951112)
3164906,CATTARAUGUS,FD,106,846139,S&W COMPANY LLC,ELLICOTTVILLE BREWING CO,28A MONROE ST,,ELLICOTTVILLE,NY,14731,6/14/2021,6/30/2022,FARM BREWER,,,POINT (-78.670667 42.27495)
1244190,SUFFOLK,FW,302,921285,EAST FARM LLC,HARMONY VINEYARDS,38355 ROUTE 25,SKUNK LANE,PECONIC,NY,11958,9/23/2019,9/30/2022,FARM WINERY,,,POINT (-72.463342 41.033699)
3132579,SENECA,FW,302,915595,THREE BROTHERS WINERIES & ESTATES LLC,STONY LONESOME WINE CELLARS/PASSION FEET VINEYARDS,623 LERCH RD,T/O FAYETTE,GENEVA,NY,14456,4/12/2019,4/30/2022,FARM WINERY,,& WINE BARN; BAGG DARE HOLLER; FOX RUN VINEYARDS,POINT (-76.923513 42.820391)
1316271,NASSAU,FD,106,999999,POINT LOOKOUT BREWING COMPANY LLC,BRIGHT EYE BEER COMPANY,50 W PARK AVE,,LONG BEACH,NY,11561,1/21/2020,12/31/2022,FARM BREWER,,,POINT (-73.665768 40.588366)
2207038,ROCKLAND,MI,101,939214,GENTLE GIANT BREWING COMPANY LLC,GENTLE GIANT BREWING COMPANY,5-7 N MAIN ST,,PEARL RIVER,NY,10965,3/29/2021,3/31/2022,MICRO BREWER,,,POINT (-74.021561 41.061135)
3158015,ERIE,DA,206,921269,EIGHT BUFFALO SPIRITS LLC,LOCKHOUSE DISTILLERY,41 COLUMBIA ST,,BUFFALO,NY,14204,9/23/2019,9/30/2022,DISTILLER CLASS A-1,,,POINT (-78.87272 42.873598)
2008118,ORANGE,DC,204,920993,SHLOIMES SLIVOVITZ INC,CASTLE SPIRITS,18 QUICKWAY ROAD,,MONROE,NY,10950,9/4/2019,9/30/2022,DISTILLER C,,,POINT (-74.170742 41.335931)
1318676,NEW YORK,DW,301,904349,CITY VINEYARD LLC,,45 ROCKEFELLER PLAZA,NORTH PLAZA,NEW YORK,NY,10013,7/24/2019,6/30/2022,WINERY,,Licensed Outdoor Cafe,POINT (-73.978096 40.759562)
2220460,SCHOHARIE,MI,101,847115,WAYWARD LANE BREWING LLC,,255 WARD LN,,SCHOHARIE,NY,12157,6/30/2021,7/31/2022,MICRO-BREWERY,,,POINT (-74.304639 42.654929)
2199288,SULLIVAN,FD,106,940729,SHREWD FOX BREWERY LLC,,552 RTE 55,,ELDRED,NY,12732,5/26/2021,5/31/2022,FARM BREWERY,,"Production of no more than 75,000 barrels annually",POINT (-74.885368 41.525887)
1272032,QUEENS,MI,101,999999,NARWHAL LLC,FINBACK,76-01 77TH AVE,,GLENDALE,NY,11385,10/9/2018,10/31/2022,MICRO-BREWERY,,,POINT (-73.873723 40.706398)
1290808,NASSAU,FD,106,847531,OYSTER BAY BREWING COMPANY INC,,36 AUDREY AVE,,OYSTER BAY,NY,11771,7/12/2021,7/31/2022,FARM BREWER,,,POINT (-73.531497 40.872994)
1253114,SUFFOLK,FW,302,920033,WHISPER VINEYARDS LLC,WHISPER VINEYARDS,"38355 MAIN ROAD, RTE 25",,PECONIC,NY,11958,7/25/2019,9/30/2022,SPECIAL FARM WINERY,,,POINT (-72.463342 41.033699)
3152880,ONTARIO,MI,101,999999,SAVANGELA LLC,CRAFTY ALES AND LAGERS,2 EXCHANGE ST,,PHELPS,NY,14532,2/22/2018,4/30/2022,MICROBREWERY,,,POINT (-77.056966 42.95792900000001)
2203704,OSWEGO,DD,207,999999,LOCK 1 DISTILLING COMPANY LLC,,17 CULVERT ST,,PHOENIX,NY,13135,1/12/2017,12/31/2022,FARM DISTILLER CLASS D,,,POINT (-76.301171 43.230382)
2145408,ALBANY,FW,302,914858,ALTAMONT VINEYARD & WINERY LLC,,3001 FURBECK RD,SCHOHARIE TPKE & SETTLES HILL,ALTAMONT,NY,12009,4/24/2019,4/30/2022,FARM WINERY,,,POINT (-74.079603 42.740140000000004)
3012978,STEUBEN,DW,301,921221,DOYLE ACQUISITION CORPORATION,PLEASANT VALLEY WINE CO,8260 PLEASANT VALLEY RD,,HAMMONDSPORT,NY,14840,9/18/2019,9/30/2022,WINERY,,,POINT (-77.251492 42.402175)
3156954,YATES,DD,207,918520,JESSE F JAYNE & JESSE R JAYNE,BARRINGTON DISTILLERS,5040 BILL BAILEY RD,,DUNDEE,NY,14837,5/31/2019,6/30/2022,FARM DISTILLER CLASS D,,,POINT (-77.045928 42.520396)
1286058,WESTCHESTER,DD,207,919794,BARON NAHMIAS INC,NAHMIAS ET FILS,201 SAW MILL RIVER RD,BLDG C BAY 3 & 4,YONKERS,NY,10701,7/18/2019,6/30/2022,FARM DISTILLER - CLASS D,,,POINT (-73.878329 40.945684)
3162046,WAYNE,FW,302,999999,BERNARD BRANDS LLC,BOOM POINT,7483 SALMON CREEK RD,,WILLIAMSON,NY,14589,4/1/2020,7/31/2022,FARM WINERY,Jan 1st-March 31st appt only/Apr 1st-Sept 31st Thurs-Sun 11am-6pm/Oct 1st-Dec 15th Fri-Sun 11am-6pm,,POINT (-77.194865 43.268987)
3155872,CATTARAUGUS,MI,101,940782,FOUR MILE BREWING LLC,,202 EAST GREEN ST,,OLEAN,NY,14760,5/27/2021,4/30/2022,MICRO BREWER,,,POINT (-78.42746 42.07339)
3148135,STEUBEN,FW,302,920349,AZURE HILL WINERY INC,AZURE HILL WINERY,8716 GALLAGHER ROAD,,HAMMONDSPORT,NY,14840,8/6/2019,9/30/2022,FARM WINERY,,,POINT (-77.182195 42.49817)
2200192,OTSEGO,CF,309,999999,COOPERSTOWN DISTILLERY LLC,COOPERSTOWN BEVERAGE EXCHANGE,11 RAILROAD AVE,,COOPERSTOWN,NY,13326,11/19/2015,9/30/2022,FARM CIDERY,,,POINT (-74.932058 42.69983)
3162420,MONROE,DW,301,917263,LIDESTRI BEVERAGES LLC,LIDESTRI SPIRITS,1050 1100 1120 LEE RD,,ROCHESTER,NY,14606,4/16/2021,3/31/2022,WINERY/SPECIAL WINERY,,,POINT (-77.680415 43.187722)
3164305,YATES,FD,106,846105,LYONSMITH BREWING CO LLC,LYONSMITH BREWING CO,2597 ASSEMBLY AVE,,KEUKA PARK,NY,14478,6/11/2021,7/31/2022,FARM BREWER,,,POINT (-77.103485 42.61388)
2183220,OTSEGO,MI,101,940193,DAVIDSONS BREWERY CORP,COUNCIL ROCK BREWERY,4861 STATE HGWY 28,,HARTWICK,NY,13326,5/3/2021,4/30/2022,MICROBREWERY,,"Manufacture and Wholesale under 60,000 barrels of beer annually",POINT (-74.95949 42.658476)
2211737,SCHOHARIE,MW,307,999999,COYOTE HOLLOW STILL HOUSE LLC,COYOTE HOLLOW STILL HOUSE,833 OAK HILL RD,,ESPERANCE,NY,12066,6/8/2018,12/31/2022,MICRO FARM WINERY,,,POINT (-74.270911 42.731785)
1180975,SUFFOLK,FW,302,915024,HARBES FAMILY VINEYARD LLC,HARBES FAMILY WINERY,715 SOUND AVENUE,ALDRICH LANE & HERRICKS LANE,MATTITUCK,NY,11952,4/29/2019,6/30/2022,FARM WINERY,,,POINT (-72.581461 40.985175)
3012677,SENECA,FW,302,918150,MARKAN CORPORATION,PLANE'S CAYUGA VINEYARD,6800 STATE ROUTE 89,,OVID,NY,14521,5/20/2019,5/31/2022,FARM WINERY,,,POINT (-76.745861 42.69438)
2215273,BROOME,MR,210,910993,AB BREWING LLC,WATER STREET BREWING CO,168 WATER ST,,BINGHAMTON,NY,13901,5/10/2019,4/30/2022,RESTAURANT BREWER SERVING BEER CIDER WINE AND LIQUOR,Recorded & Live Music; Patron Dancing,No Permitted Outdoor Use,POINT (-75.914338 42.099423)
3166664,ERIE,FD,106,917337,COLE ROAD FARMS LLC,BOSTON HILLS BREWING,8282 COLE RD,POLE BARN,COLDEN,NY,14033,6/1/2021,5/31/2022,FARM BREWER,,,POINT (-78.716242 42.658792)
2005986,ESSEX,MI,101,846870,GREAT ADIRONDACK STEAK & SEAFOOD CAFE INC,,2442 MAIN,STE 2,LAKE PLACID,NY,12946,6/25/2021,6/30/2022,MICROBREWERY,,,POINT (-73.985121 44.290229)
1276638,KINGS,MI,101,940146,FOLKSBIER BRAUEREI LLC,FOLKSBIER,103 LUQUER ST,,BROOKLYN,NY,11231,4/28/2021,4/30/2022,MICRO BREWER BREWING BEER AND CIDER,,,POINT (-74.001194 40.677901)
3163223,TOMPKINS,FW,302,915884,BET THE FARM INC,BET THE FARM,4204 KRUMS CORNERS RD,,TRUMANSBURG,NY,14886,7/11/2019,3/31/2022,FARM WINERY,,,POINT (-76.574475 42.501715)
3138104,STEUBEN,MI,101,847130,KEUKA BREWING CO LLC,KEUKA BREWING COMPANY,8572 BRIGLIN ROAD,,HAMMONDSPORT,NY,14840,6/30/2021,7/31/2022,MICRO BREWERY,,,POINT (-77.19106000000001 42.486012)
3162223,STEUBEN,DD,207,920531,URBANA HILL DISTILLING AND BREWING LLC,COLD BROOK DISTILLING,8772 MAIN ST,UNIT B,CAMPBELL,NY,14821,8/15/2019,8/31/2022,FARM DISTILLER D,,,POINT (-77.179255 42.227641)
3158110,GENESEE,FW,302,921302,BLACK CREEK CIDERY LLC,,6885 WARBOYS RD,BUILDING A STE 2,BYRON,NY,14422,9/23/2019,9/30/2022,FARM WINERY,,,POINT (-78.023426 43.111224)
3154361,STEUBEN,FD,106,940566,STEUBEN BREWING COMPANY LLC,,10286 JUDSON RD,,HAMMONDSPORT,NY,148409668,5/18/2021,6/30/2022,FARM BREWER,,,POINT (-77.187441 42.501944)
3150166,STEUBEN,FW,302,921024,MICHELLE M HARTMAN,DEEP ROOT VINEYARD,10391 CROSS ST,ROFF HILL RD AND GALLAGHER,HAMMONDSPORT,NY,14840,9/5/2019,8/31/2022,FARM WINERY,,,POINT (-77.164026 42.506506)
2160677,SULLIVAN,DA,206,920036,CATSKILL DISTILLING COMPANY LTD,,2037 ROUTE 17B,,BETHEL,NY,12720,7/31/2019,7/31/2022,DISTILLER CLAS A - 1,,,POINT (-74.876019 41.685115)
2221114,CAYUGA,FW,302,916732,GRISAMORE CIDER WORKS LLC,,4069 GOOSE ST,,LOCKE,NY,13092,8/14/2020,7/31/2022,FARM WINERY,,,POINT (-76.472028 42.65501)
3162137,MONROE,MI,101,936339,SHIPYARD BREWING COMPANY LLC,,445 SAINT PAUL ST,,ROCHESTER,NY,14605,2/3/2021,3/31/2022,MICRO BREWER,,,POINT (-77.614501 43.16514)
1308293,SUFFOLK,D,101,941123,BLUE POINT BREWING COMPANY INC,,225 W MAIN ST,,PATCHOUGE,NY,11772,6/30/2021,4/30/2022,CLASS D BREWER,Outdoor Area,Licensed,POINT (-73.021064 40.765849)
3156341,NIAGARA,DD,207,919814,NIAGARA CRAFT SPIRITS LLC,,4408 RIDGE RD,,CAMBRIA,NY,14094,7/19/2019,7/31/2022,FARM DISTILLER CLASS D,,,POINT (-78.802655 43.207336)
3161198,ALLEGANY,FD,106,845619,WELLSVILLE BREWING CO INC,WELLSVILLE BREWING COMPANY,104 N MAIN ST,,WELLSVILLE,NY,14895,6/10/2021,7/31/2022,FARM BREWER,,,POINT (-77.947324 42.121456)
1270418,SUFFOLK,FD,106,937472,GREENPORT BREWING COMPANY LLC THE,GREENPORT HARBOR COMPANY,42155 MAIN RD,,PECONIC,NY,11958,3/18/2021,4/30/2022,FARM BREWER,,Licensed Grounds,POINT (-72.453927 41.041501)
1169915,SUFFOLK,FW,302,918624,MEDOLLA VINEYARDS LLC,,ROUTE 25 MAIN ST,,PECONIC,NY,11958,6/4/2019,7/31/2022,FARM WINERY,,,
2216985,CAYUGA,FY,313,916317,WILD NECTAR MEAD LLC,,1853 BLACK ROCK RD,,KING FERRY,NY,13081,11/14/2019,10/31/2022,FARM MEADERY,,,POINT (-76.659576 42.707471)
3153685,CATTARAUGUS,MW,307,920797,DUDA'S BLUES FAMILY FARM & WINERY LTD,DUDA'S BLUES,9582 N SISSON RD,WINERY BUILDING,MACHIAS,NY,14101,8/20/2019,8/31/2022,MICRO WINERY,,,POINT (-78.553745 42.411692)
3158553,ONTARIO,MI,101,999999,YOUNG LION BREWING COMPANY LLC,,24 LAKESHORE DR,,CANANDAIGUA,NY,14424,4/9/2020,4/30/2022,MICRO BREWER,,,POINT (-77.269929 42.875579)
2203012,RENSSELAER,FW,302,914909,EASTHOLLOWCIDERANDMEAD LLC,EAST HOLLOW CIDER,332 E HOLLOW RD,,PETERSBURGH,NY,12138,4/25/2019,6/30/2022,FARM WINERY,,,POINT (-73.307959 42.737287)
2202382,ULSTER,CF,309,912887,WESTWIND ORCHARD LLC,,215 LOWER WHITFIELD RD,,ACCORD,NY,12404,1/29/2019,3/31/2022,FARM CIDERY,,Licensed Grounds,POINT (-74.248536 41.807736)
2223409,CAYUGA,FD,106,940467,LUNKENHEIMER CRAFT BREWING CO LLC,,8931 N SENECA ST,,WEEDSPORT,NY,13166,5/14/2021,7/31/2022,FARM BREWER,,,POINT (-76.562462 43.049745)
3113589,SCHUYLER,FW,302,915252,JOHN RICHARD TAMBURELLO,GLENHAVEN FARM,6121 SIRRINE ROAD,,TRUMANSBURG,NY,14886,5/7/2019,6/30/2022,FARM WINERY,,,POINT (-76.708353 42.505739)
3153383,CHAUTAUQUA,DA,206,919051,ROBERT MAZZA INC,FIVE & 20 SPIRITS,8398 W RTE 20,,WESTFIELD,NY,14787,6/19/2019,6/30/2022,DISTILLER CLASS A-1,,"Production & Wholesale Less Than 35,000 Gallons Liquor Annually",POINT (-79.605718 42.30758800000001)
3156199,SCHUYLER,FW,302,914607,FLATT ROCK WINE CELLARS LLC,FLATT ROCK,5835 SPIRAWK RD,,HECTOR,NY,14841,4/11/2019,5/31/2022,FARM WINERY BRANCH OFFICE,,,POINT (-76.878747 42.521058)
3162020,MONROE,MR,210,916001,IRONDEQUOIT BEER COMPANY LLC,IRONDEQUOIT BEER COMPANY,765 TITUS AVE,T/O IRONDEQUOIT,ROCHESTER,NY,14617,8/29/2019,7/31/2022,RESTAURANT BREWER SERVING BEER CIDER WINE AND LIQUOR,Recorded & Live Music,Licensed Sidewalk Cafe',POINT (-77.596029 43.210741)
2201723,SCHOHARIE,FW,302,920139,RIPPLE STONE CIDERY LLC,TORY KICKER,316 KNISKERN RD,,MIDDLEBURGH,NY,12122,7/29/2019,7/31/2022,SPECIAL FARM WINERY,,,POINT (-74.415441 42.475307)
2194689,DUTCHESS,MI,101,940423,2 WAY BREWING COMPANY INC,2 WAY BREWING COMPANY,18 W MAIN ST,STE 1,BEACON,NY,12508,5/13/2021,7/31/2022,MICRO BREWER,,License Patio,POINT (-73.980693 41.507948)
1045819,SUFFOLK,FW,302,999999,WOLFFER ESTATE VINEYARD INC,WOLFFER ESTATE VINEYARD,139 SAGG RD,,SAGAPONACK,NY,11962,1/22/2016,11/30/2022,FARM WINERY,,,POINT (-72.278906 40.944682)
2206777,ALBANY,MI,101,939244,DRUTHERS BREWING COMPANY II INC,,1053 BROADWAY,,ALBANY,NY,12204,3/30/2021,3/31/2022,MICRO-BREWERY,,,POINT (-73.741872 42.666052)
2223772,DUTCHESS,MI,101,941105,OLD GLENHAM BREWERY L.L.C.,,126 OLD GLENHAM RD,LOWER LEVEL,FISHKILL,NY,12524,6/25/2021,5/31/2022,MICRO BREWER,,,POINT (-73.926684 41.521713)
1316376,SUFFOLK,MI,101,940382,27A BREWING COMPANY LLC,,173 N WELLWOOD AVE,,LINDENHURST,NY,11757,5/12/2021,5/31/2022,MICROBREWER,,,POINT (-73.375004 40.688328)
2158930,WARREN,DW,301,921019,ADIRONDACK WINERY LLC,,395 BIG BAY RD,,QUEENSBURY,NY,12804,9/5/2019,9/30/2022,WINERY,,,POINT (-73.681971 43.290334)
2504921,ONONDAGA,D,101,847029,ANHEUSER BUSCH LLC,,2885 BELGIUM ROAD,,BALDWINSVILLE,NY,13027,6/28/2021,6/30/2022,BREWER,,,POINT (-76.310483 43.165301)
3149999,ONTARIO,FW,302,918149,RAYMOR ESTATE CELLARS LLC,RAYMOR ESTATE CELLARS,3263 WHEELER STATION RD,,BLOOMFIELD,NY,14469,5/20/2019,5/31/2022,FARM WINERY,,,POINT (-77.38022 42.867473)
2196597,ESSEX,FD,106,999999,AUSABLE BREWING COMPANY LLC,AUSABLE BREWING COMPANY,765 MACE CHASM RD,,KEESEVILLE,NY,12944,7/17/2018,7/31/2022,FARM BREWERY MANUFACTURING NYS LABELLED BEER,,,POINT (-73.447365 44.503424)
3009787,MONROE,MI,101,939628,ROHRBACH INC,ROHRBACH BREWING COMPANY,3859 BUFFALO RD,,ROCHESTER,NY,14624,4/15/2021,5/31/2022,MICROBREWERY,,,POINT (-77.762101 43.137621)
2210394,SCHENECTADY,MI,101,940784,DRUTHERS BREWING COMPANY IV LLC,,221 HARBORSIDE DR,SUITE 102,SCHENECTADY,NY,12305,5/27/2021,5/31/2022,MICRO-BREWER,,Licensed Patio,POINT (-73.932073 42.825298)
3118005,LIVINGSTON,FW,302,920397,DEER RUN ENTERPRISES INC,DEER RUN WINERY,3772 W LAKE RD,,GENESEO,NY,14454,8/7/2019,9/30/2022,FARM WINERY,,,POINT (-77.716032 42.822355)
3162007,ERIE,FD,106,940159,BARREL + BRINE INC,,155 CHANDLER ST,,BUFFALO,NY,14207,4/29/2021,4/30/2022,FARM BREWER,,,POINT (-78.885411 42.943332)
2222526,ULSTER,MI,101,938709,RUSSIAN MULE BREWING COMPANY LLC,,1465 DENNING RD,SUITE B,CLARYVILLE,NY,12725,4/5/2021,3/31/2022,MICRO BREWER,,,POINT (-74.557961 41.924269)
3153915,STEUBEN,DW,301,920856,ITO WINES LLC,TRAVELING VINEYARD,8260 PLEASANT VALLEY RD,,HAMMONDSPORT,NY,14840,8/23/2019,9/30/2022,WINERY,,Alternating Proprietorship,POINT (-77.251492 42.402175)
2219101,ORANGE,MI,101,846838,RUSHING DUCK BREWING COMPANY LLC,,2 GREYCOURT AVE,BLDG 2 UNIT 1,CHESTER,NY,10918,6/25/2021,6/30/2022,MICROBREWERY,,,POINT (-74.269114 41.362016)
3161365,SCHUYLER,FW,302,999999,FINGER LAKES DISTILLING LLC,,4676 NYS ROUTE 414,,BURDETT,NY,14818,10/11/2018,11/30/2022,FARM WINERY,,,
3162736,CHAUTAUQUA,FD,106,999999,JAMESTOWN BREWING CO INC,JAMESTOWN BREWING CO,119 W 3RD ST,,JAMESTOWN,NY,14701,9/12/2019,8/31/2022,MICROBREWER & FARM BREWER COMBINED CRAFT MANUFACTURER,,,POINT (-79.243398 42.095998)
3126505,YATES,FW,302,922188,STEVEN D SHAW,SHAW VINEYARD,3901 STATE ROUTE 14 UNIT 2,,HIMROD,NY,14842,11/6/2019,11/30/2022,FARM WINERY,,,POINT (-76.929141 42.57552)
2195203,OSWEGO,FD,106,840980,TCD OF OSWEGO LLC,U.S. BREWING COMPANY,17 W CAYUGA ST,,OSWEGO,NY,13126,6/4/2021,5/31/2022,FARM BREWER,,,POINT (-76.51224600000002 43.457714)
