Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference
2222906,ORANGE,FD,106,940685,RUSHING DUCK BREWING COMPANY LLC,RUSHING DUCK BREWING COMPANY,2 GREYCOURT AVE,,CHESTER,NY,10918,5/25/2021,5/31/2022,FARM BREWERY,,,POINT (-74.269114 41.362016)
3140397,SCHUYLER,DD,207,999999,FINGER LAKES DISTILLING LLC,,4676 NYS ROUTE 414,,BURDETT,NY,14818,9/13/2016,11/30/2022,FARM DISTILLER - CLASS D,,,
2214890,ESSEX,MI,101,999999,AUSABLE BREWING COMPANY LLC,AUSABLE BREWING COMPANY,765 MACE CHASM RD,,KEESEVILLE,NY,12944,3/13/2019,7/31/2022,MICROBREWER,,,POINT (-73.447365 44.503424)
2202675,CLINTON,FD,106,999999,OVAL CRAFT BREWING LLC,,111 OHIO RD,,PLATTSBURGH,NY,12903,2/28/2019,3/31/2023,FARM BREWERY,,,POINT (-73.442397 44.679782)
1266867,KINGS,MI,101,999999,OTHER HALF BREWING COMPANY INC,,195 CENTRE ST,AKA 191-197 CENTRE ST ETAL,BROOKLYN,NY,11231,4/13/2017,4/30/2022,MICRO BREWERY - M 101,,,POINT (-73.999165 40.673686)
2152609,CLINTON,FW,302,918897,E L F PROPERTY MANAGEMENT LLC,ELFS FARM & ADIRONDACK CIDER CO,7411 STATE ROUTE 9,MOFFITT RD & HOBBS RD,PLATTSBURGH,NY,12901,6/13/2019,7/31/2022,FARM WINERY,,,POINT (-73.424731 44.743115)
2220913,SARATOGA,MI,101,999999,ACTIVE INGREDIENT BREWING COMPANY LLC,,2443 RTE 9,STE 301,MALTA,NY,12020,3/12/2021,2/28/2024,MICRO BREWER,,,
3013004,STEUBEN,FW,302,920158,YVONNE MARY WARREN,CROOKED LAKE WINERY,14248 STATE ROUTE 54,,HAMMONDSPORT,NY,14840,7/29/2019,8/31/2022,FARM WINERY,,,POINT (-77.131061 42.486837)
1315730,SUFFOLK,MI,101,999999,DESTINATION UNKNOWN BEER COMPANY INC,,1 S CHICAGO AVE,UNIT C,BAY SHORE,NY,11706,3/23/2020,3/31/2022,MICROBREWER,,,POINT (-73.229322 40.733675)
1219403,SUFFOLK,FW,302,919045,WALKER/MCCALL LLC,MCCALL RANCH,22600 MAIN RD,,CUTCHOGUE,NY,11935,6/19/2019,6/30/2022,FARM WINERY,,,POINT (-72.50142 41.00046)
3158237,SENECA,FW,302,922082,MURANDA LLC,MURANDA CHEESE CO,3075 RTE 96 S,BUILDINGS 1 & 2,WATERLOO,NY,13165,11/1/2019,10/31/2022,FARM WINERY,,,
3160098,SCHUYLER,FW,302,915541,VALKYRIE CRAFTED LIBATIONS INC,,4732 RTE 414,1ST FL,BURDETT,NY,14818,4/2/2019,3/31/2022,FARM WINERY,,,POINT (-76.865467 42.461975)
3146801,YATES,FW,302,920019,BLACK WALNUT VINEYARDS LLC,SERENITY VINEYARDS,930 DAVY ROAD,,PENN YAN,NY,14527,7/25/2019,6/30/2022,FARM WINERY,,,POINT (-76.970123 42.715729)
3121634,YATES,FW,302,917186,VILLA BELL'ANGELO LLC,MISSICK CELLARS,150 POPLAR POINT RD,,DUNDEE,NY,14837,3/19/2021,5/31/2022,FARM WINERY,,,POINT (-76.91764 42.565327)
3162678,ERIE,DW,301,915999,TEN THOUSAND VINES INC,,65 WEST AVE,STE 2,HAMBURG,NY,14075,8/28/2019,7/31/2022,WINERY,,,POINT (-78.842209 42.717307000000005)
2215291,COLUMBIA,MW,307,910923,SABBA ESTATE LLC,SABBA VINEYARD,383 PITTS RD,,OLD CHATHAM,NY,12136,4/15/2019,3/31/2022,MICROFARM WINERY,,,POINT (-73.572185 42.471912)
2223771,MONTGOMERY,MI,101,941145,EISENADLER BRAUHAUS LLC,,88 E MAIN ST,,PALATINE BRIDGE,NY,13428,7/6/2021,6/30/2022,MICRO BREWER,,Licensed Patio,POINT (-74.60323 42.925401)
3000886,CHAUTAUQUA,FW,302,921392,JOHNSON ESTATE WINERY LLC,,8419 W MAIN RD,,WESTFIELD,NY,14787,9/27/2019,9/30/2022,FARM WINERY,,,
2201339,ORANGE,MI,101,999999,GLENMERE BREWING COMPANY INC,GLENMERE BREWING COMPANY,55 MAPLE AVE,WILLETT ST. EXTENSION,FLORIDA,NY,10921,4/24/2018,4/30/2022,MICRO-BREWERY,,,POINT (-74.359953 41.335503)
2221819,GREENE,DB,205,935075,CURRENT CASSIS LLC,,391 MAIN ST,STE 1,CATSKILL,NY,12414,10/22/2020,9/30/2023,DISTILLER CLASS B-1,,,POINT (-73.865604 42.219408)
3149912,MONROE,MI,101,940478,ROC BREWING CO LLC,FLX WIENERY @ ROC,56 S UNION ST,,ROCHESTER,NY,14607,5/14/2021,5/31/2022,MICROBREWERY,w/ BR to sell beer for off-prem consump,has OP3150031 for on-premises consumption,POINT (-77.597973 43.153435)
2193516,SULLIVAN,FD,106,940971,"ROSCOE NY BEER COMPANY LLC, THE",ROSCOE BEER COMPANY,145 ROCKLAND RD,,ROSCOE,NY,12776,6/3/2021,5/31/2022,FARM BREWER,,,POINT (-74.912537 41.946096)
3147155,CATTARAUGUS,DW,301,918007,WINERY OF ELLICOTTVILLE LLC,,14 MONROE ST,,ELLICOTTVILLE,NY,14731,5/14/2019,5/31/2022,WINERY,,manufacture & wholesale wine,POINT (-78.671541 42.276078)
2214338,ALBANY,FD,106,999999,FORT ORANGE BREWING CORPORATION,,450 N PEARL ST,,ALBANY,NY,12204,1/17/2019,8/31/2022,FARM BREWER,,,POINT (-73.742943 42.666961)
1301091,SUFFOLK,FD,106,847057,JAMESPORT FARM BREWERY LLC,,5873 SOUND AVE,,RIVERHEAD,NY,11901,6/29/2021,6/30/2022,FARM BREWER,,,POINT (-72.599683 40.980176)
2117854,JEFFERSON,FW,302,933130,THOUSAND ISLANDS WINERY LLC,THOUSAND ISLANDS WINERY,43298 SEAWAY AVE SUITE #1,,ALEXANDRIA BAY,NY,13607,8/10/2020,4/30/2022,FARM WINERY,Outside Tent/ Outside Seating,,POINT (-75.987779 44.290083)
3139605,ONTARIO,FW,302,914693,5 KINDER FARM LLC,INSPIRE MOORE WINERY AND VINEYARD,197 N MAIN ST,,NAPLES,NY,14512,4/17/2019,4/30/2022,FARM WINERY,,,POINT (-77.395372 42.625467)
1314670,KINGS,MI,101,999999,FINBACK BROOKLYN LLC,,545 PRESIDENT ST,,BROOKLYN,NY,11215,1/29/2020,12/31/2022,MICRO BREWER,,,POINT (-73.984871 40.677332)
1114345,SUFFOLK,FW,302,922541,NOVEL CONTRACTING INC,THE OLD FIELD VINEYARDS,59600 MAIN RD,,SOUTHOLD,NY,11971,11/21/2019,11/30/2022,FARM WINERY,,,POINT (-72.409965 41.072528)
1215880,SUFFOLK,FW,302,918050,NOFO WINE CO LLC,COFFEE POT CELLARS,44075 MAIN RD,PECONIC LN & HARBOR VIEW,PECONIC,NY,11958,5/15/2019,5/31/2022,SPECIAL FARM WINERY PER ALTERNATING PROPRIETOR AGREEMENT,Monday - Friday 9am - 5pm,,POINT (-72.450162 41.044774)
2130023,WASHINGTON,FW,302,921495,SLYBORO CIDER HOUSE LLC,,18 HICKS RD,,GRANVILLE,NY,12832,10/3/2019,9/30/2022,FARM WINERY,,,POINT (-73.33139000000001 43.414508)
2210401,DUTCHESS,DD,207,999999,MILLBROOK DISTILLERY LLC,MILLBROOK DISTILLERY,78 SINPATCH RD,LISTENING ROCK FARM,WASSAIC,NY,12592,7/16/2019,6/30/2022,FARM DISTILLERY,,,POINT (-73.555633 41.779842)
1262308,WESTCHESTER,DW,301,924491,A T K CONSULTING INC,THE WINERY AT ST GEORGE,1715 E MAIN ST,,MOHEGAN LAKE,NY,10547,2/4/2020,6/30/2022,SPECIAL WINERY SERVING WINE,,No Music or Dancing,POINT (-73.850776 41.324867000000005)
2211696,ORANGE,FD,106,999999,GLENMERE BREWING COMPANY INC,GLENMERE BREWING COMPANY,55 MAPLE AVE,WILLETT ST. EXTENSION,FLORIDA,NY,10921,5/21/2018,4/30/2022,FARM BREWER,,,POINT (-74.359953 41.335503)
1284747,NASSAU,FD,106,941084,LITHOLOGY BREWING LLC,LITHOLOGY BREWING CO,211 MAIN ST,SUITE A,FARMINGDALE,NY,11735,6/21/2021,6/30/2022,FARM BREWER,Outdoor Seating,,POINT (-73.446056 40.734045)
1316355,RICHMOND,MI,101,940797,CRAFT HOUSE INC,CRAFT HOUSE AND KILLS BORO,60 62 VAN DUZER ST,,STATEN ISLAND,NY,10301,5/28/2021,5/31/2022,MICROBREWER,,Live & Recorded Music; Licensed Yard,POINT (-74.077322 40.636516)
3160825,MONROE,FD,106,846956,LOCK 32 BREWING COMPANY LLC,SEVEN STORY BREWING,604 PITTSFORD VICTOR RD,T/O PERINTON,PITTSFORD,NY,14534,6/28/2021,6/30/2022,FARM BREWER,,,POINT (-77.479622 43.062036)
2218121,OTSEGO,FY,313,916150,ONEONTA THEATRE LLC,HONEYPOT FARMS MEADERY EATERY,5789 STATE HWY 51,,BURLINGTON FLATS,NY,13315,1/29/2020,12/31/2022,FARM MEADERY,,,POINT (-75.17407 42.733596)
1295016,KINGS,DD,207,919667,MOTO SPIRITS LLC,VRW DISTILLERS,5 CENTRAL AVE,SUITE 10,BROOKLYN,NY,11206,7/11/2019,7/31/2022,FARM DISTILLERY,,,POINT (-73.93299 40.702542)
3012704,SENECA,FW,302,916542,FRONTENAC POINT LLC,FRONTENAC POINT VINEYARD,9501 ROUTE 89,,TRUMANSBURG,NY,14886,5/19/2020,9/30/2022,FARM WINERY,,,POINT (-76.647389 42.563614)
2215190,COLUMBIA,FW,302,917731,TOUSEY WINERY LLC,,1774 RTE 9,,GERMANTOWN,NY,12526,9/20/2019,8/31/2022,FARM WINERY,,,POINT (-73.826206 42.085553)
2200171,MADISON,DD,207,921229,FORSTER JARVIS LLC,OLD HOME DISTILLERS,964 CAMPBELL RD,,LEBANON,NY,13332,9/19/2019,9/30/2022,FARM DISTILLER CLASS D,,,POINT (-75.655223 42.768682)
3012974,STEUBEN,DW,301,914774,CHATEAU RENAISSANCE INC,,7494 FISH HATCHERY RD,,HAMMONDSPORT,NY,14840,4/22/2019,4/30/2022,WINERY,,,POINT (-77.265145 42.386881)
3014284,YATES,FW,302,921140,EAST BRANCH WINERY INC,MCGREGOR VINEYARD,5503 DUTCH STREET,,DUNDEE,NY,14837,9/13/2019,9/30/2022,FARM WINERY,,,POINT (-77.102847 42.49789)
3156910,ONTARIO,FW,302,920924,EMPIRE CIDER COMPANY LLC,EMPIRE CIDER CENTER/THE CIDER LAB,500 TECHNOLOGY FARM DR,STE L01 FLEX TECH BLDG,GENEVA,NY,14456,8/28/2019,8/31/2022,FARM WINERY,,,POINT (-77.008929 42.873184)
2503535,ONEIDA,D,101,847095,"BROOKLYN BREWERY CORP,THE",BROOKLYN BREWERY,811 EDWARD STREET,,UTICA,NY,13502,6/29/2021,6/30/2022,BREWER,,,POINT (-75.24466800000002 43.104504)
3153380,CHAUTAUQUA,FW,302,919050,ROBERT MAZZA INC,MAZZA CHAUTAUQUA CELLARS,8398 W RTE 20,,WESTFIELD,NY,14787,6/19/2019,6/30/2022,FARM WINERY,,,POINT (-79.605718 42.30758800000001)
3158814,NIAGARA,MI,101,939504,432 BRICKYARD INC,BRICKYARD AND BREWING COMPANY,432 CENTER ST,,LEWISTON,NY,14092,4/13/2021,5/31/2022,MICROBREWERY,,,POINT (-79.043363 43.172857)
2224003,SARATOGA,FD,106,999999,QUINN BORCHARDT BREWING LLC,ARTISANAL BREW WORKS,615 MAPLE AVE,STE 2,SARATOGA SPRINGS,NY,12866,12/3/2020,6/30/2022,FARM BREWER,,,POINT (-73.769463 43.117958)
3152822,GENESEE,FW,302,921640,POTOCZAK BEE FARMS INC,MIDGARD WINERY,541 BELL RD,,CORFU,NY,14036,10/15/2019,9/30/2022,FARM WINERY,,,POINT (-78.44502 42.927966)
1304034,NEW YORK,DD,207,999999,GREAT JONES DISTILLERS LLC,THE GREAT JONES DISTILLERY,686 BROADWAY,,NEW YORK,NY,10012,6/28/2019,5/31/2022,FARM DISTILLER CLASS D,,,POINT (-73.994527 40.728120000000004)
3161909,WAYNE,MW,307,916034,NORTHCOAST NEW YORK WINE LLC,,7386 STATE ST,,SODUS,NY,14551,9/17/2019,8/31/2022,MICRO WINERY,,,POINT (-77.032412 43.238734)
2221322,SCHOHARIE,DD,207,933445,SAUVAGE BEVERAGES LLC,,102-116 BINDERY LN,,CHARLOTTEVILLE,NY,12036,10/1/2020,10/31/2022,FARM DISTILLER CLASS D,,,POINT (-74.665413 42.546455)
3135595,NIAGARA,FW,302,920152,MARTIN & ANN SCHULZE,SCHULZE VINEYARDS & WINERY,2090 COOMER RD,,BURT,NY,14028,7/29/2019,7/31/2022,FARM WINERY,,,POINT (-78.739854 43.31648)
2169206,ULSTER,DD,207,920812,TUTHILLTOWN SPIRITS LLC,,14 GRIST MILL LANE,ALBANY POST & TUTHILLTOWN RD,GARDINER,NY,12525,8/21/2019,8/31/2022,FARM DISTILLER,,,POINT (-74.175175 41.687165)
3162120,MONROE,MI,101,939278,NINE MAIDENS BREWING COMPANY LLC,,1344 UNIVERSITY AVE,SUITE 140,ROCHESTER,NY,14607,3/31/2021,3/31/2022,MICRO BREWERY,,,POINT (-77.565391 43.149991)
3162651,ORLEANS,DD,207,915998,NORTH RIDGE DISTILLERY LLC,,2788 S LYNDONVILLE RD,AKA LYNDONVILLE RD,MEDINA,NY,14103,8/28/2019,7/31/2022,FARM DISTILLER,Class D,,
2127187,OTSEGO,MI,101,847038,BUTTERNUTS BEER AND ALE LLC,BUTTERNUTS BEER & ALE,4020 STATE HIGHWAY 51,,GARRATTSVILLE,NY,13342,6/28/2021,6/30/2022,MICROBREWERY,,,POINT (-75.191164 42.624091)
2207132,MADISON,FD,106,940383,LARRY F FISHER AND KATHLYN W FISHER,FOOTHILL HOPS,5024 BEAR PATH RD,,MUNNSVILLE,NY,13409,5/12/2021,6/30/2022,FARM BREWER,,,POINT (-75.586795 42.965868)
2168934,CAYUGA,FW,302,919617,ROBERT RAMOND WINTAMUTE & KATHYANN WINTAMUTE,THE APPLE STATION WINERY,5279 CROSS ROAD,,CAYUGA,NY,13034,7/9/2019,7/31/2022,FARM WINERY MANUFACTURING WINE,,,POINT (-76.683105 42.873393)
2206818,ST LAWRENCE,MI,101,939651,IN LAW BREWING COMPANY LLC,,5868 COUNTY RTE 14,,CHASE MILLS,NY,13621,4/15/2021,5/31/2022,MICROBREWER,,,POINT (-75.048503 44.882090000000005)
3166326,CHAUTAUQUA,FD,106,917227,SOUTHERN TIER BREWING COMPANY LLC,SOUTHERN TIER BREWING COMPANY,2072 STONEMAN CIR,,LAKEWOOD,NY,14750,4/7/2021,3/31/2022,FARM BREWER,,,POINT (-79.351224 42.088083)
3151896,YATES,FW,302,918547,RED TAIL RIDGE INC,RED TAIL RIDGE WINERY,846 ST RTE 14,,PENN YAN,NY,14527,5/31/2019,7/31/2022,FARM WINERY,,,POINT (-76.973448 42.721711)
2199048,WARREN,MI,101,940351,ADIRONDACK PUB & BREWERY INC,,33 CANADA ST,,LAKE GEORGE,NY,12845,5/11/2021,5/31/2022,MICRO BREWER,,,POINT (-73.713554 43.418629)
1317873,NASSAU,MI,101,939730,EAST END GRIP LLC,OLD TAPPAN BREWING COMPANY,37 LUDLAM AVE,,BAYVILLE,NY,11709,4/16/2021,5/31/2022,MICRO BREWER,,,POINT (-73.549313 40.905649)
1308162,NASSAU,FD,106,846548,FLYING BELGIAN LLC,,3350A LAWSON BLVD,,OCEANSIDE,NY,11572,6/23/2021,6/30/2022,TENANT FARM BREWER,,,POINT (-73.652414 40.628949)
1314737,NASSAU,MI,101,999999,BARRIER BREWING COMPANY LLC,,3001 NEW ST UNIT A2,,OCEANSIDE,NY,11572,2/26/2019,11/30/2022,MICRO BREWER,,,POINT (-73.656186 40.639371)
2200097,WASHINGTON,FD,106,847483,BATTLE HILL BREWING COMPANY LLC,BATTLE HILL BREWING,4C CHARLES ST,,FORT ANN,NY,12827,7/9/2021,7/31/2022,FARM BREWER,,,POINT (-73.487532 43.416537)
1292888,NEW YORK,DW,301,920380,CITY VINEYARD LLC,,233 WEST ST,PIER 26 HUDSON RIVER PARK,NEW YORK,NY,10013,8/7/2019,8/31/2022,WINERY,,,
3161125,ONTARIO,MI,101,999999,STUMBLIN MONKEY LLC,STUMBLIN' MONKEY BREWING CO,61 SCHOOL ST,STE G,VICTOR,NY,14564,8/16/2018,6/30/2022,MICRO BREWER - COMBINED MFG,,,POINT (-77.413388 42.982423)
3156392,YATES,FD,106,847103,SENECA LAKE BREWING COMPANY LLC,,4520 STATE RTE 14,,ROCK STREAM,NY,14878,6/29/2021,6/30/2022,FARM BREWER,,,POINT (-76.909673 42.452382)
1315116,KINGS,MI,101,847610,7 N 15TH ST CORP,GREENPOINT BEER & ALE CO,1150 MANHATTAN AVE,,BROOKLYN,NY,11222,7/14/2021,7/31/2022,MICROBREWER,,,POINT (-73.955482 40.737653)
1273563,SUFFOLK,DD,207,999999,WOLFFER ESTATE VINEYARD INC,WOLFFER ESTATE,139 SAGG RD,,SAGAPONACK,NY,11962,10/4/2016,11/30/2022,DISTILLER,,,POINT (-72.278906 40.944682)
2005158,DUTCHESS,FW,302,920288,CASCADE MT WINERY & REST LLC,CASCADE MOUNTAIN  VINEYARDS,835 CASCADE RD,,AMENIA,NY,12501,8/2/2019,9/30/2022,FARM WINERY,,,
2184290,ONONDAGA,FW,302,920426,LOA MAR GROUP LLC,MONTFREDY BROOK,3472 AMBER RD,,SYRACUSE,NY,13215,8/9/2019,8/31/2022,FARM WINERY,,,POINT (-76.272151 42.949296)
1290992,KINGS,FD,106,847623,DISRUPTION GRAIN LLC,INTERBORO SPIRITS & ALES,942 GRAND ST,,BROOKLYN,NY,11211,7/14/2021,6/30/2022,FARM BREWERY,,,POINT (-73.937009 40.712844)
3111402,LIVINGSTON,DW,301,915225,EAGLE CREST VINEYARDS LLC,,7107 VINEYARD ROAD,,CONESUS,NY,14435,5/6/2019,5/31/2022,WINERY,,,POINT (-77.624003 42.740372)
2005763,DUTCHESS,WA,305,920388,MILLBROOK WINERY INC,WILLIAMS & SELYEM WINERY,26 WING RD,,MILLBROOK,NY,12545,8/7/2019,8/31/2022,WINERY RETAIL SATELLITE STORE,,,POINT (-73.686401 41.837828)
1328270,KINGS,OP,252,890250,GRIMM ALES LLC,,990 METROPOLITAN AVE,,BROOKLYN,NY,11211,1/6/2021,12/31/2022,"BREWERY TAPROOM/BAR/TAVERN SERVING BEER, WINE, LIQUOR AND CIDER",,Recorded Music Permitted and No Dancing,POINT (-73.936513 40.71451)
2189666,CLINTON,FW,302,914466,VESCO RIDGE VINEYARDS LLC,,167 STRATTON HILL RD,,WEST CHAZY,NY,12992,4/4/2019,4/30/2022,FARM WINERY,,,POINT (-73.44230400000001 44.817603)
2199732,DELAWARE,DD,207,999999,UNION GROVE DISTILLERY LLC,,43311 STATE HWY 28,,ARKVILLE,NY,12406,9/30/2019,10/31/2022,FARM DISTILLER,,Licensed Patio,POINT (-74.619807 42.14757)
1294888,KINGS,DA,206,919668,MOTO SPIRITS LLC,VRW DISTILLERS,5 CENTRAL AVE,SUITE 10,BROOKLYN,NY,11206,7/11/2019,7/31/2022,DISTILLER CLASS A-1,,,POINT (-73.93299 40.702542)
1045792,SUFFOLK,FW,302,919469,PAUMANOK VINEYARDS LTD,,1074 MAIN RD,,AQUEBOGUE,NY,11931,7/2/2019,8/31/2022,FARM WINERY,,,POINT (-72.603469 40.948291)
1319335,NASSAU,DW,301,931633,VINICOLA INSIEME LLC,INSIEME WINE,156 ENGINEERS DRIVE,,HICKSVILLE,NY,11801,5/27/2020,12/31/2022,TENANT WINERY,,,POINT (-73.501442 40.745026)
3162585,WAYNE,FW,302,915888,KEG RAG CELLAR LLC,,5630 NORRIS RD,,NORTH ROSE,NY,14516,7/15/2019,6/30/2022,FARM WINERY,,,POINT (-76.934147 43.206063)
3130435,MONROE,FW,302,919910,VINO CORPORATION,MAYERS LAKE ONTARIO WINERY,1593 HAMLIN PARMA TOWN LINE RD,,HILTON,NY,14468,7/23/2019,7/31/2022,FARM WINERY PRODUCING NYS WINES,,,POINT (-77.8321 43.288283)
3139025,SCHUYLER,DW,301,919058,HAZLITTS 1852 VINEYARDS INC,HAZLITTS 1852 VINEYARDS,5712 RTE 414,,HECTOR,NY,14841,6/19/2019,6/30/2022,WINERY,,marketing permit S 2190125,POINT (-76.876684 42.510179)
2216657,BROOME,CF,309,916033,NEW LEAF CIDER CO LLC,,14 ROCHELLE RD,,BINGHAMTON,NY,13901,9/16/2019,8/31/2022,FARM CIDERY,,,POINT (-75.890697 42.140506)
2202209,SULLIVAN,DB,205,914691,MOSES MESSINGER,TZETZOEINEE MOTEL REALTY,157 OLD WHITE LAKE TPKE,REAR BUILDING 2,SWAN LAKE,NY,12783,4/17/2019,4/30/2022,DISTILLERY CLASS B-1,,,POINT (-74.77512800000001 41.740162)
2506703,OTSEGO,MI,101,940539,COOPERSTOWN BREWING COMPANY LLC,COOPERSTOWN BREWING COMPANY,110 RIVER STREET,,MILFORD,NY,13807,5/18/2021,6/30/2022,MICROBREWERY,,,POINT (-74.940068 42.588981)
1281413,KINGS,D,101,846776,AMERICAN CRAFT BREWERY LLC,CONEY ISLAND BREWING COMPANY,1904 SURF AVE RETAIL THREE,,BROOKLYN,NY,11224,6/24/2021,6/30/2022,BREWER BREWING BEER,,,POINT (-73.984936 40.575236)
2013268,ULSTER,FW,302,920471,RICHARD C ELDRIDGE,BRIMSTONE HILL VINEYARD,61 BRIMSTONE HILL ROAD,,PINE BUSH,NY,12566,8/12/2019,9/30/2022,FARM WINERY,,,POINT (-74.313742 41.626251)
1119562,KINGS,DA,201,922556,KINGS ACTION GROUP CORP,,4100 1ST AVE,,BROOKLYN,NY,11232,11/22/2019,11/30/2022,DISTILLER A,,,POINT (-74.014238 40.655187)
1175067,SUFFOLK,FW,302,917757,LE CLOS THERESE LP,,35 COX NECK ROAD,CRN ROUTE 48 & COX NECK ROAD,MATTITUCK,NY,11952,10/1/2019,5/31/2022,FARM WINERY,,,POINT (-72.554046 40.988801)
2203222,CLINTON,OP,252,916795,VESCO RIDGE VINEYARDS LLC,,167 STRATTON HILL RD,,WEST CHAZY,NY,12992,3/30/2020,4/30/2022,"FARM WINERY/TASTING ROOM SERVINE BEER, WINE, CIDER AND LIQUOR",,"Live and DJ Music, Patrons Dancing",POINT (-73.44230400000001 44.817603)
2210526,DELAWARE,FD,106,937246,MUDDY RIVER HOPS LLC,MUDDY RIVER FARM BREWERY,15544 COUNTY HWY 23,,UNADILLA,NY,13849,3/8/2021,3/31/2022,FARM BREWER,,Licensed outdoor area,POINT (-75.340841 42.313128)
1282825,SUFFOLK,DD,207,999999,LONG ISLAND BOOTLEGGERS INC,TWIN STILLS MOONSHINE,5506 SOUND AVE,,RIVERHEAD,NY,11901,8/29/2019,8/31/2022,CLASS D DISTILLER,,,POINT (-72.610439 40.976086)
2203325,ALBANY,MW,307,923295,MEADOWDALE FARM WINERY LLC,BLACK CREEK FARM,32 FRYER LN,,ALTAMONT,NY,12009,3/5/2020,5/31/2022,MICRO FARM WINERY,,,POINT (-73.993973 42.661858)
3160611,SCHUYLER,DD,207,999999,DAMIANI WINE CELLARS LLC,DAMIANI WINE CELLARS,5281 PEACH ORCHARD RD,,HECTOR,NY,14841,5/24/2018,5/31/2022,FARM DISTILLERY,,,POINT (-76.881221 42.495477)
3149047,SCHUYLER,MI,101,939937,TWO GOATS BREWING LLC,,5027A STATE RTE 414 (BASEMENT),,BURDETT,NY,14818,4/21/2021,7/31/2022,MICROBREWERY,,,POINT (-76.868717 42.476803)
2215042,OSWEGO,DA,206,999999,LOCK 1 DISTILLING COMPANY LLC,,17 CULVERT ST,,PHOENIX,NY,13135,3/12/2019,12/31/2022,DISTILLER A-1,,,POINT (-76.301171 43.230382)
3134842,WAYNE,FW,302,919593,YOUNG SOMMER WINERY LLC,YOUNG SOMMER WINERY,4287 JERSEY ROAD,,WILLIAMSON,NY,14589,7/8/2019,8/31/2022,FARM WINERY,,,POINT (-77.177661 43.255796)
2216884,DELAWARE,FD,106,846549,MAC'S BREW TAVERN LLC,,304 SUTHERLAND RD,,EAST MEREDITH,NY,13757,6/23/2021,6/30/2022,FARM BREWER,,,POINT (-74.975109 42.34527)
2211332,RENSSELAER,FD,106,939857,EMPORIUM FARM BREWERY LTD,,472 N GREENBUSH RD,,RENSSELAER,NY,12144,4/20/2021,6/30/2022,FARM BREWER,,,POINT (-73.69248 42.659878)
3150748,NIAGARA,FW,302,922420,LONG CLIFF VINEYARD & WINERY INC,,3617 LOWER MOUNTAIN RD,ROUTE 425 & BAER ROAD,SANBORN,NY,14132,11/18/2019,11/30/2022,FARM WINERY PRODUCING WINE CIDER,,,POINT (-78.846803 43.176587000000005)
2212922,SARATOGA,MI,101,999999,GOOD VS EVIL BREWING LLC,UNIFIED BEERWORKS,7 STONEBREAK RD,STE 4,MALTA,NY,12020,9/27/2018,8/31/2022,MICRO BREWER,,Licensed Patio,POINT (-73.788808 42.964715)
2190166,WARREN,DA,206,913955,LAKE GEORGE DISTILLING COMPANY LLC,,11262 STATE RTE 149,,FORT ANN,NY,12827,3/11/2019,4/30/2022,DISTILLER CLASS A,,,POINT (-73.50342700000002 43.413449)
3157333,ONTARIO,FD,106,846832,F L X HOSPITALITY LLC,"F.L.X. CULTURE HOUSE,F.L.X TABLE,F.L.X. PROVISIONS",16-22 LINDEN ST,,GENEVA,NY,14456,6/24/2021,6/30/2022,FARM BREWER,DBA con't: FEAST & CO. CATERING,,POINT (-76.983417 42.867695)
2190820,MADISON,FW,302,920378,OWERA VINEYARDS LLC,,5276 E LAKE RD,,CAZENOVIA,NY,13035,8/7/2019,9/30/2022,FARM WINERY,"11am-9pm Mon-Thurs, 11am-11pm Fri-Sat 11am-5pm Sun",,POINT (-75.879582 42.976807)
1046249,SUFFOLK,MI,101,940153,HAVENS BREWERY LLC,BRICK HOUSE BREWERY,67 71 W MAIN STREET,,PATCHOGUE,NY,11772,4/29/2021,4/30/2022,MICROBREWERY,,,POINT (-73.016874 40.765798)
3162161,SCHUYLER,FW,302,915768,PETER GLENN OUGHTERSON,HIGHLAND CELLARS,1556 ALTAY ROAD,,ROCK STREAM,NY,14878,6/7/2019,5/31/2022,FARM WINERY,,,POINT (-77.008558 42.439253)
3147721,SCHUYLER,WA,305,921283,DOYLE ACQUISITION CORPORATION,SENECA HARBOR WINE CENTER,2 N FRANKLIN ST,,WATKINS GLEN,NY,14891,9/23/2019,9/30/2022,WINERY SELLING RETAIL WINE,,"2,605 sq. ft.",POINT (-76.874836 42.383135)
3012045,ONTARIO,DW,301,920870,CONSTELLATION BRANDS INC,,116 BUFFALO ST,BUILDING A,CANANDAIGUA,NY,14424,8/26/2019,9/30/2022,WINERY,,,POINT (-77.294146 42.896273)
2162299,ORANGE,FW,302,921056,FRANCIS J GRAESSLE AND KAREN M GRAESSLE,CLEARVIEW VINEYARD,35 CLEARVIEW LN,,WARWICK,NY,10990,9/9/2019,10/31/2022,FARM WINERY,,,POINT (-74.347629 41.301483)
3155035,MONROE,DD,207,920252,IRON SMOKE WHISKEY LLC,IRON SMOKE WHISKEY,111 PARCE AVE,BLDG 5,FAIRPORT,NY,14450,8/1/2019,8/31/2022,CLASS D DISTILLERY,,,POINT (-77.445503 43.105892)
